Órgão superior;Órgão subordinado;Unidade administrativa;Número do contrato;Número do ICJ;Número do processo;Enquadramento do Processo;Fornecedor;CNPJ/CPF;Objeto da contratação;Fundamento legal;Início da vigência;Fim da vigência;Valor do contrato;Saldo bruto do contrato;Saldo inativo;Situação;Número dos aditivos
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4511891171;;;CONVITE;PETROBRAS NETHERLANDS B.V.;EXTERNO;Manifold 05 para atendimento a Marlim;Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.;24/06/2022;06/11/2022;US$ 25.178.677,31;US$ 0,00;US$ 25.178.677,31;Cancelado;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4511930570;;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;Importacao de Thrusters para o UMS OOS TIRADENTES que atuara no Campo deCaratinga;Dispensa,  Lei 13.303, Art. 29, Inciso XI - Contrat. entre empr. públ. ou socied. de econ. mista e respectivas subsid.;11/07/2022;15/08/2022;US$ 1.601.000,00;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4511932186;;;DISPENSA;PETROBRAS NETHERLANDS B.V.;EXTERNO;Importacao de Thrusters para o UMS OOS TIRADENTES que atuara no Campo deCaratinga;Dispensa,  Lei 13.303, Art. 29, Inciso XI - Contrat. entre empr. públ. ou socied. de econ. mista e respectivas subsid.;11/07/2022;31/07/2022;US$ 1.601.000,00;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4511993823;;;TEJ;PETROBRAS NETHERLANDS B.V.;EXTERNO;Termo de Encerramento de Pendencias (TEP), formalizando acordo paraindenizacao de flutuadores de propriedade da P N B V  apos incendio eressarcimento do pagamento de alugueis  Equipamentos admitidos a;TEP, Cód Civil Arts 884, 840 e 319-Evitar enriquecimento sem causa e Regularizar pagamento e quitação ou Extinguir/evitar litígios;11/04/2022;11/10/2022;US$ 376.469,92;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4512061680;;;CONVITE;PETROBRAS NETHERLANDS B.V.;EXTERNO;Manifold submarino;Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.;09/09/2022;01/08/2023;EUR 25.178.677,31;EUR 21.074.552,91;EUR 0,00;Ativo;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4512081754;;;INEXIGIBIL;ELSEVIER B.V.;EXTERNO;Publicacao do artigo cientifico  Episodic reactivation of carbonatefault zones with implications for permeability   An example fromProvence, Southeast France  de Doutorado;Inexigibilidade, Lei 13.303, Art. 30 Inciso II, F -  Contratação de treinamento e aperfeiçoamento de pessoal;07/09/2022;07/09/2022;US$ 3.490,00;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4512138515;;;INEXIGIBIL;PETROBRAS NETHERLANDS B.V.;EXTERNO;PARTES DO MANIFOLD SUBMARINO;Inexigibilidade, Dec 2745, 2.3, E - Situações atípicas de mercado em que a realização da licit.não atenda ao princípio economicidade;18/10/2022;01/08/2023;EUR 24.222.952,84;EUR 0,00;EUR 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4512151111;;;INEXIGIBIL;ELSEVIER B.V.;EXTERNO;Elsevier Invoice Number OAD0000214028Marine and Petroleum Geology Article Publishing ChargeCustos de publicacao de artigo  Geochemical characterization of naturalgases in the pre salt section of the S;Inexigibilidade, Lei 13.303, Art. 30 Inciso II, F -  Contratação de treinamento e aperfeiçoamento de pessoal;01/06/2022;31/12/2022;US$ 3.390,00;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4512207209;;;INAPLICAB;PETROBRAS NETHERLANDS B.V. - PNBV;EXTERNO;Pedido para Importacao de UMS Tiradentes;Inaplicabilidade, Lei 13.303, Art. 28,  § 3°, Inciso II  - Oportunidade de negócio;18/11/2022;30/11/2022;US$ 208.841.504,54;US$ 208.841.504,54;US$ 0,00;Ativo;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4512396967;;;INEXIGIBIL;ELSEVIER B.V.;EXTERNO;Doutorado em Geologia estrutural;Inexigibilidade, Lei 13.303, Art. 30 Inciso II, F -  Contratação de treinamento e aperfeiçoamento de pessoal;19/01/2023;19/01/2023;US$ 2.870,00;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4512674696;;;DISPENSA;PETROBRAS GLOBAL TRADING B.V.;*********;REEMBOLSO DE HOSPEDAGENS;Dispensa,  Lei 13.303, Art. 29, Inciso XI - Contrat. entre empr. públ. ou socied. de econ. mista e respectivas subsid.;12/04/2023;12/05/2023;EUR 6.851,00;EUR 0,00;EUR 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4512676975;;;DISPENSA;FRAMES ENERGY SYSTEMS B.V.;EXTERNO;0528   I MIED   PPG0028180   Servico de Delineamento de Revisao GeralOverhaul do Hipps PMXL;Dispensa, Lei 13.303, Art. 29, Inciso I - DLV - Obras e serv. de engenharia - Inviab. competição - Sem Seleção Automatizada;14/08/2023;12/11/2023;EUR 15.399,99;EUR 0,00;EUR 15.399,99;Cancelado;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4512724983;;;INEXIGIBIL;ENGINEERING TRAINER B.V.;EXTERNO;BOSpulse Foundations  Pulsation Analysis;Inexigibilidade, Lei 13.303, Art. 30 Inciso II, F -  Contratação de treinamento e aperfeiçoamento de pessoal;04/07/2023;04/07/2023;EUR 950,00;EUR 0,00;EUR 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4512818124;;;DISPENSA;FRAMES ENERGY SYSTEMS B.V.;EXTERNO;0528   I MIED   PPG0028180   Servico de Delineamento de Revisao GeralOverhaul do Hipps PMXL;Dispensa, Lei 13.303, Art. 29, Inciso I - DLV - Obras e serv. de engenharia - Inviab. competição - Sem Seleção Automatizada;21/08/2023;15/08/2024;EUR 15.400,00;EUR 0,00;EUR 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4512856889;;;;PETROBRAS NETHERLANDS B.V.;EXTERNO;TURBINA A GAS DE COMBUSTAO DA UNIDADE DE COMPRESSAO LM2500  MODELO PGT25 S/N 641 212;Inexigibilidade, Lei 13.303, Art.30, (CAPUT e Incisos I e II) - Sem Portal Eletrônico (exclusivo SBS - INTERNACIONAL);08/09/2023;14/12/2023;US$ 4.132.884,88;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4512927025;;;INAPLICAB;PETROBRAS NETHERLANDS B.V.;EXTERNO;Pagamento de reembolso as Bandeiras;Inaplicabilidade, Lei 13.303, Art. 28, § 3°, Inciso I - Atividade fim/afim ou correlata;01/01/2023;31/12/2023;US$ 39.925,00;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513073424;;;INAPLICAB;RONCADOR B.V.;EXTERNO;Reembolso de despesas pagas pela Roncador B V  a THE TRUST COMPANY OFTHE MARSHAL em relacao a anuidade 2021/2022;Inaplicabilidade, Lei 13.303, Art. 28, § 3°, Inciso I - Atividade fim/afim ou correlata;15/12/2023;15/12/2023;US$ 450,00;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513212466;;7004202854;INEXIGIBIL;FRAMES ENERGY SYSTEMS B.V.;EXTERNO;Partes e sobressalentes   FRAMES;Inexigibilidade, Lei 13.303, Art.30, Inciso I - Aquisição de materiais, equip, gêneros com fornecedor exclusivo;22/02/2024;04/12/2024;EUR 2.500,00;EUR 0,00;EUR 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513260723;;;DISPENSA;PETROBRAS GLOBAL TRADING B.V.;EXTERNO;EXPENSES RECOVERY REACH FEE FOR PPORD NOTIFICATION   JK213599 27FEE FOR PPORD NOTIFICATION   JP213595 25FEE FOR PPORD NOTIFICATION   CW213590 28;Dispensa, Lei 13.303, Art. 29, Incisos I e II - DLV - Compras simplificadas até R$ 16mil - Sem Seleção Automatizada;13/03/2024;13/03/2024;EUR 1.632,00;EUR 0,00;EUR 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513268487;;;INEXIGIBIL;PETROTECHNICAL DATA SYSTEMS B.V.;EXTERNO;Ava Services Specification;Inexigibilidade, Dec 2745, 2.3, D - Licenciamento de uso de software com o detentor de sua titularidade autoral, ...;18/03/2024;25/03/2024;US$ 14.860,00;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513288364;;7004263890;DISPENSA; COMPOSITE ANALYTICA B.V.;EXTERNO;FCTIC 38402   RITM0753659   Licenca de software CheFEM 3;Dispensa, Lei 13.303, Art. 29, Inciso II - DLV - Outros serv. e compras - Inviab. competição - Sem Seleção Automatizada;27/03/2024;27/03/2025;EUR 12.250,00;EUR 0,00;EUR 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513313280;;;DISPENSA;PETROBRAS GLOBAL TRADING B.V.;*********;Pagamento referente a ressarcimento a PGT da hospedagem da empregadaAndreia Monteiro de Almeida para o evento IE Week 2024;Dispensa, Lei 13.303, Art. 29, Incisos I e II - DLV - Compras simplificadas até R$ 16mil - Sem Seleção Automatizada;18/03/2024;18/03/2024;GBP 1.200,00;GBP 0,00;GBP 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513471922;;;INEXIGIBIL;PETROBRAS GLOBAL TRADING B.V.;*********;Reembolso a PGT do valor de hospedagens de oito colaboradores do CME queparticiparam da IR Week 2024 pagos por elas centralizadamente paraadquirir desconto comercial;Inexigibilidade, Lei 13.303, Art.30, Inciso I - Aquisição de materiais, equip, gêneros com fornecedor exclusivo;08/03/2024;08/03/2024;GBP 9.600,00;GBP 0,00;GBP 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513633852;;;INEXIGIBIL;PETROBRAS GLOBAL TRADING B.V.;*********;JULIANE NATALIZI CABRAL CAVALCANTIJULIANE NATALIZI CABRAL CAVALCANTI  CEPC Chave DXVTPagamento a PGT referente a reembolso de   Despesas de retirada de vistopara Holanda;Inexigibilidade, Lei 13.303, Art.30, Inciso I - Aquisição de materiais, equip, gêneros com fornecedor exclusivo;10/07/2024;10/07/2024;EUR 1.367,30;EUR 0,00;EUR 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513672302;;;INAPLICAB;PETROBRAS NETHERLANDS B.V.;EXTERNO;Pagamento de reembolso a bandeira (PNBV);Inaplicabilidade, Lei 13.303, Art. 28, § 3°, Inciso I - Atividade fim/afim ou correlata;01/01/2024;31/12/2024;US$ 43.974,18;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513672303;;;INAPLICAB;PETROBRAS NETHERLANDS B.V.;EXTERNO;Pagamento de reembolso a bandeira de(PNBV);Inaplicabilidade, Lei 13.303, Art. 28, § 3°, Inciso I - Atividade fim/afim ou correlata;01/01/2024;31/12/2024;US$ 50.237,90;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513672310;;;INAPLICAB;PETROBRAS NETHERLANDS B.V.;EXTERNO;Pagamento de reembolso a bandeira da(PNBV);Inaplicabilidade, Lei 13.303, Art. 28, § 3°, Inciso I - Atividade fim/afim ou correlata;01/01/2024;31/12/2024;US$ 8.951,12;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513672316;;;INAPLICAB;PETROBRAS NETHERLANDS B.V.;EXTERNO;Pagamento de reembolso a bandeira de(PNBV);Inaplicabilidade, Lei 13.303, Art. 28, § 3°, Inciso I - Atividade fim/afim ou correlata;01/01/2024;31/12/2024;US$ 13.505,32;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513672336;;;INAPLICAB;PETROBRAS NETHERLANDS B.V.;EXTERNO;Pagamento de reembolso a bandeira de(PNBV);Inaplicabilidade, Lei 13.303, Art. 28, § 3°, Inciso I - Atividade fim/afim ou correlata;01/01/2024;31/12/2024;US$ 9.685,89;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513675524;;;INAPLICAB;PETROBRAS NETHERLANDS B.V.;EXTERNO;Pagamento de reembolso a bandeira de PNBV;Inaplicabilidade, Lei 13.303, Art. 28, § 3°, Inciso I - Atividade fim/afim ou correlata;01/01/2024;31/12/2024;US$ 1.483,75;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513675880;;;INEXIGIBIL;DNV NETHERLANDS B.V.;EXTERNO;Submarine power cable training course;Inexigibilidade, Lei 13.303, Art. 30 Inciso II, F -  Contratação de treinamento e aperfeiçoamento de pessoal;26/08/2024;26/08/2024;EUR 2.763,64;EUR 0,00;EUR 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513675990;;;INAPLICAB;PETROBRAS NETHERLANDS B.V.;EXTERNO;Pagamento de reembolso a bandeira de PNBV;Inaplicabilidade, Lei 13.303, Art. 28, § 3°, Inciso I - Atividade fim/afim ou correlata;01/01/2024;31/12/2024;US$ 1.292,50;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513676002;;;INAPLICAB;PETROBRAS NETHERLANDS B.V.;EXTERNO;Pagamento de reembolso a bandeira de PNBV;Inaplicabilidade, Lei 13.303, Art. 28, § 3°, Inciso I - Atividade fim/afim ou correlata;01/01/2024;31/12/2024;US$ 18.045,48;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513676023;;;INAPLICAB;PETROBRAS NETHERLANDS B.V.;EXTERNO;Pagamento de reembolso a bandeira de PNBV;Inaplicabilidade, Lei 13.303, Art. 28, § 3°, Inciso I - Atividade fim/afim ou correlata;01/01/2024;31/12/2024;US$ 19.210,07;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513676070;;;INAPLICAB;PETROBRAS NETHERLANDS B.V.;EXTERNO;Pagamento de reembolso a bandeira de PNBV;Inaplicabilidade, Lei 13.303, Art. 28, § 3°, Inciso I - Atividade fim/afim ou correlata;01/01/2024;31/12/2024;US$ 6.349,22;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513676105;;;INAPLICAB;PETROBRAS NETHERLANDS B.V.;EXTERNO;Pagamento de reembolso a bandeira de  PNBV;Inaplicabilidade, Lei 13.303, Art. 28, § 3°, Inciso I - Atividade fim/afim ou correlata;01/01/2024;31/12/2024;US$ 20.971,89;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513676158;;;INAPLICAB;PETROBRAS NETHERLANDS B.V.;EXTERNO;Pagamento de reembolso a bandeira de PNBV;Inaplicabilidade, Lei 13.303, Art. 28, § 3°, Inciso I - Atividade fim/afim ou correlata;01/01/2024;31/12/2024;US$ 21.474,89;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513676217;;;INAPLICAB;PETROBRAS NETHERLANDS B.V.;EXTERNO;Pagamento de reembolso a bandeira de PNBV;Inaplicabilidade, Lei 13.303, Art. 28, § 3°, Inciso I - Atividade fim/afim ou correlata;01/01/2024;31/12/2024;US$ 42.311,95;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513676494;;;INAPLICAB;PETROBRAS NETHERLANDS B.V.;EXTERNO;Pagamento de reembolso a bandeira de PNBV;Inaplicabilidade, Lei 13.303, Art. 28, § 3°, Inciso I - Atividade fim/afim ou correlata;01/01/2024;31/12/2024;US$ 21.709,78;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513676527;;;INAPLICAB;PETROBRAS NETHERLANDS B.V.;EXTERNO;Pagamento de reembolso a bandeira de PNBV;Inaplicabilidade, Lei 13.303, Art. 28, § 3°, Inciso I - Atividade fim/afim ou correlata;01/01/2024;31/12/2024;US$ 51.943,60;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513684042;;;INEXIGIBIL;SYNERGY B.V;EXTERNO;Enlit Europe 2024;Inexigibilidade, Lei 13.303, Art. 30 Inciso II, F -  Contratação de treinamento e aperfeiçoamento de pessoal;20/08/2024;20/08/2024;EUR 1.579,90;EUR 0,00;EUR 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513686189;;;DISPENSA;FRAMES ENERGY SYSTEMS B.V.;EXTERNO;0666   I IMI   PPG0090049   Servicos de engenharia para a realizacao dofull stroke test do HIPPS na Plataforma de Mexilhao;Dispensa, Lei 13.303, Art. 29, Inciso II - DLV - Outros serv. e compras - Inviab. competição - Sem Seleção Automatizada;12/09/2024;11/12/2024;EUR 13.340,00;EUR 0,00;EUR 13.340,00;Cancelado;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513801729;;;INEXIGIBIL; NAVINGO B.V.;EXTERNO;Offshore Energy Exhibition  ( & )  Conference   OEEC 2024;Inexigibilidade, Lei 13.303, Art. 30 Inciso II, F -  Contratação de treinamento e aperfeiçoamento de pessoal;29/08/2024;29/08/2024;EUR 181,50;EUR 0,00;EUR 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513950769;;;INEXIGIBIL;PETROBRAS GLOBAL TRADING B.V.;*********;Reembolso a PGT referente a REIMBURSMENT RELOCATION SERVICES   ICT   INDEUR 1  548,80;Inexigibilidade, Lei 13.303, Art.30, Inciso I - Aquisição de materiais, equip, gêneros com fornecedor exclusivo;23/10/2024;23/10/2024;EUR 1.548,80;EUR 0,00;EUR 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513974500;;;INEXIGIBIL;PETROBRAS GLOBAL TRADING B.V.;*********;Reembolso a Petrobras GLOBAL TRADING pela assinatura Quantum;Inexigibilidade, Lei 13.303, Art.30, Inciso I - Aquisição de materiais, equip, gêneros com fornecedor exclusivo;11/12/2024;11/12/2024;EUR 7.233,87;EUR 0,00;EUR 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4513991735;;;TQUITACAO;PETROBRAS NETHERLANDS B.V. - PNBV;EXTERNO;Servicos Juridicos;Termo de Quitação, Cód Civil, Arts. 884 e 319 - Evitar o enriquecimento sem causa e permitir a regularização de pagamento/quitação;08/01/2025;08/01/2025;EUR 20.000,00;EUR 0,00;EUR 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4514020779;;3001206167;INEXIGIBIL;R&V ENGINEERING B.V.;EXTERNO;Sobressalente R ( & ) V;Inexigibilidade, Lei 13.303, Art.30, Inciso I - Aquisição de materiais, equip, gêneros com fornecedor exclusivo;24/01/2025;15/04/2025;EUR 21.655,00;EUR 0,00;EUR 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4514020860;;3001206167;INEXIGIBIL;R&V ENGINEERING B.V.;EXTERNO;Sobressalente R ( & ) V;Inexigibilidade, Lei 13.303, Art.30, Inciso I - Aquisição de materiais, equip, gêneros com fornecedor exclusivo;24/01/2025;15/04/2025;EUR 85.533,38;EUR 0,00;EUR 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4514021105;;3001206167;INEXIGIBIL;R&V ENGINEERING B.V.;EXTERNO;Sobressalente R ( & ) V;Inexigibilidade, Lei 13.303, Art.30, Inciso I - Aquisição de materiais, equip, gêneros com fornecedor exclusivo;24/01/2025;05/08/2025;EUR 68.035,55;EUR 0,00;EUR 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4514063141;;7004373994;DISPENSA; COMPOSITE ANALYTICA B.V.;EXTERNO;FCTIC 8655   ZPQS/ZPSD   RITM1561342   Renovacao de Licenca de softwareCheFEM 3;Dispensa, Lei 13.303, Art. 29, Inciso II - DLV - Outros serv. e compras - Inviab. competição - Sem Seleção Automatizada;06/02/2025;07/04/2025;EUR 13.215,59;EUR 0,00;EUR 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4514065801;;;INEXIGIBIL;PETROBRAS GLOBAL TRADING B.V.;*********;Reembolso a PGT, com custos relativos a Passagem aerea, Hospedagem ediaria  reembolso da viagem da Giuliana para substituir a CamilaDodsWorth durante o mes de fevereiro;Inexigibilidade, Lei 13.303, Art.30, Inciso I - Aquisição de materiais, equip, gêneros com fornecedor exclusivo;18/02/2025;18/02/2025;EUR 8.705,82;EUR 0,00;EUR 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4514133963;;;DISPENSA;ELSEVIER B.V.;EXTERNO;Publicacao de artigo autoral;Dispensa, Lei 13.303, Art. 29, Inciso II - DLV - Outros serv. e compras - Inviab. competição - Sem Seleção Automatizada;07/03/2025;06/04/2025;US$ 3.110,00;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4514152243;;;INAPLICAB;PETROBRAS NETHERLANDS B.V.;EXTERNO;Pagamento de reembolso a bandeira (PNBV);Inaplicabilidade, Lei 13.303, Art. 28, § 3°, Inciso I - Atividade fim/afim ou correlata;01/01/2024;31/12/2024;US$ 46.296,16;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4514169643;;;INEXIGIBIL;SMIT SALVAGE B.V.;EXTERNO;Managing Marine Emergencies (MME) Courses;Inexigibilidade, Lei 13.303, Art. 30 Inciso II, F -  Contratação de treinamento e aperfeiçoamento de pessoal;20/03/2025;20/03/2025;EUR 3.600,00;EUR 0,00;EUR 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4514194554;;;INEXIGIBIL;SMIT SALVAGE B.V.;EXTERNO;Nome do evento  Managing Marine Emergencies (MME) CourseData de Inicio  08/04/2025Data de termino  11/04/2025Centro de Custo  CR03ADMB00Ordem Interna ou Diagrama de Rede  30192866Nome do Banco  ABN AM;Inexigibilidade, Lei 13.303, Art. 30 Inciso II, F -  Contratação de treinamento e aperfeiçoamento de pessoal;18/03/2025;18/03/2025;EUR 7.200,00;EUR 0,00;EUR 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4514203416;;;INAPLICAB;PETROBRAS NETHERLANDS B.V.;EXTERNO;Reembolso de despesas incorridas em 2022 relacionadas a plataformavendida P 31   2 558,75Detalhamento INVOICE  269637   Referente  NL 14718655   EXPENSES AND FEES FOR CHANGE OF OWNERSHIP   2,130 00INV;Inaplicabilidade, Lei 13.303, Art. 28, § 3°, Inciso I - Atividade fim/afim ou correlata;03/04/2025;03/04/2025;US$ 2.558,75;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4514210415;;;INAPLICAB;PETROBRAS NETHERLANDS B.V.;EXTERNO;Reimbursement of expenses incurred in 2022 related to sold platform P 52857,50 PANAMANIA LICENSE  Thiago Augusto K  Araujo   BCO P 52 PANAMANIALICENSE  Thiago Augusto K  Araujo   BS P 52;Inaplicabilidade, Lei 13.303, Art. 28, § 3°, Inciso I - Atividade fim/afim ou correlata;03/04/2025;03/04/2025;US$ 857,50;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4514221076;;;INAPLICAB;PETROBRAS NETHERLANDS B.V.;EXTERNO;Pagamento de reembolso a bandeira (PNBV);Inaplicabilidade, Lei 13.303, Art. 28, § 3°, Inciso I - Atividade fim/afim ou correlata;01/01/2024;31/12/2024;US$ 22.603,44;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4514221201;;;INAPLICAB;PETROBRAS NETHERLANDS B.V.;EXTERNO;Pagamento de reembolso a bandeira (PNBV);Inaplicabilidade, Lei 13.303, Art. 28, § 3°, Inciso I - Atividade fim/afim ou correlata;01/01/2024;31/12/2024;US$ 5.865,22;US$ 0,00;US$ 0,00;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4514221264;;;INAPLICAB;PETROBRAS NETHERLANDS B.V.;EXTERNO;Pagamento de reembolso a bandeira (PNBV);Inaplicabilidade, Lei 13.303, Art. 28, § 3°, Inciso I - Atividade fim/afim ou correlata;01/01/2024;31/12/2024;US$ 17.538,04;US$ 0,00;US$ 0,00;Concluído;
